100	728378
100	345651
222389	708
222389	4038
645121	3312
645121	55132
645121	1020
945	201266
945	5824
945	808
945	23412
91526	23243
91526	4851
91526	4853
91526	4854
91526	9701
91526	22870
91526	55291
91526	55662
91526	23255
91526	5537
91526	1031
1819	3312
1819	51389
148109	7444
148109	821
148109	3309
148109	3312
148109	56928
148109	293
148109	9349
148109	7846
148109	6646
148109	158747
54363	8514
23313	10971
23313	7529
23313	2810
23313	7532
23313	7531
23313	7534
23313	7533
23313	51654
23313	55175
23313	285527
23313	10533
23313	7486
23313	22933
57805	3312
57805	8514
57805	54363
57805	9859
57805	7846
57805	10381
57805	347688
57805	4163
9926	3312
9926	728378
9926	345651
123355	3329
123355	664618
123355	3312
123355	8065
4109	2648
4109	8850
4109	10499
4109	57325
4109	55689
4109	728269
4109	728378
4109	60
4109	345651
4109	11325
4109	1523
4109	84250
4109	23133
4109	23314
4109	8204
4109	26009
4109	6191
4109	79832
4109	90459
4109	55810
4109	23481
4109	7169
4109	10474
4109	29902
4109	5585
4109	5451
4109	29903
4109	54535
4109	64784
4109	9569
4109	990
10095	10109
10095	81873
10095	10092
10095	10097
10095	57180
10095	10096
10095	10093
10095	57645
10095	30833
5603	728378
25886	10574
25886	10575
25886	3312
25886	3310
25886	908
25886	728378
25886	10694
25886	7203
25886	6950
25886	282809
25886	22948
25886	10576
25886	11151
5481	7389
152926	1629
152926	594
152926	593
23212	6181
23212	6176
23212	6124
23212	4691
23212	8531
23212	4904
23212	6130
23212	23451
23212	79050
23212	6189
23212	6208
23212	6204
23212	6187
23212	117246
23212	6188
23212	9188
23212	6175
23212	6122
23212	708
23212	55037
23212	4736
23212	1736
23212	22907
23212	6128
23212	90957
23212	6217
23212	11338
23212	27350
23212	9904
23212	85437
23212	6141
23212	64983
23212	6159
23212	6132
23212	56829
23212	7818
23212	9045
23212	4869
23212	6133
23212	23560
23212	84656
23212	6224
23212	6155
23212	6206
23212	29997
23212	6223
23212	84365
23212	10240
23212	6209
23212	54865
23212	64965
23212	10528
23212	11103
23212	6202
23212	55299
23212	9790
23212	6160
23212	84450
23212	6139
23212	400506
23212	4343
23212	3921
23212	9933
23212	6147
23212	6207
23212	6234
23212	6161
23212	10412
23212	5937
23212	60488
23212	6203
23212	6222
23212	6218
23212	10642
23212	23521
23212	6142
23212	23029
23212	140890
23212	6168
23212	84154
23212	6137
23212	10199
23212	131405
23212	5936
23212	5814
23212	5813
23212	6230
23212	10262
23212	6430
23212	6780
23212	2733
23212	51755
23212	51021
23212	11224
23212	6229
23212	23608
23212	6193
23212	65265
23212	6164
23212	8338
23212	6165
23212	122704
8460	60
7389	728378
440087	2521
10969	6122
10969	3024
10969	3008
10969	4691
10969	6141
10969	4869
10969	6132
10969	6202
10969	55299
10969	6203
10969	6142
10969	7169
10969	6130
10969	6157
10969	6156
83957	3312
83957	83786
140680	3312
140680	339457
3354	3312
3354	60
3354	345651
3354	506
3354	339457
3623	3309
3623	2923
3623	811
3623	8517
57179	3313
57179	10498
4010	4081
4010	728378
4010	60
4010	63876
4010	25973
4010	8861
4010	5087
4010	5089
4010	5090
4010	4211
4010	4212
4010	23635
4010	170463
4010	23648
55998	60
55998	345651
83879	7532
83879	7534
83879	7533
5426	3312
5426	5427
84722	2521
84722	3275
10635	3728
10635	57599
10635	3502
10635	3503
10635	7398
10635	64854
8480	4928
8480	55109
8480	5558
8480	701
8480	5557
79608	5245
79608	11160
79608	60
79608	55735
79608	23310
79608	23326
79608	11331
79608	64924
79608	55005
79608	202018
79608	29781
79608	83590
79608	987
79608	55676
79608	10079
57007	506
57007	498
57007	539
83942	3312
83942	3306
83942	4288
83942	22994
83942	10243
83942	131544
83942	26130
83942	28966
64854	23239
64854	91833
64854	1762
64854	3312
64854	60
64854	57599
64854	58533
64854	6643
64854	23035
30813	3312
30813	7846
30813	1459
30813	1457
30813	1460
30813	219333
30813	8338
25847	8881
25847	119504
25847	29945
25847	64682
25847	8697
25847	51343
25847	29882
25847	246184
25847	26271
25847	10393
25847	51433
25847	996
25847	51434
8992	53
8992	203547
8992	23545
8992	535
8992	7905
8992	54872
8992	6542
8992	147007
8992	5792
8992	84317
2791	5082
2785	2781
2785	2767
2785	2776
2785	10672
2785	2782
2785	59345
2785	2318
2785	2771
2785	2775
2785	2780
2785	2770
2785	5082
2786	2782
2786	59345
2786	2778
2786	2771
2786	2773
2786	2770
2786	2767
2786	2776
2786	10672
2786	5082
2786	158747
8970	2266
8970	2244
8970	2243
8970	84196
8970	3043
8970	4193
8970	3040
84525	55726
51124	54832
51124	5793
51124	2787
51124	115
132141	81556
132141	23272
132141	81691
132141	9882
132141	57521
132141	30844
132141	63897
132141	4548
132141	394
132141	10381
132141	347688
132141	55631
132141	1992
132141	56952
132141	55690
132141	22894
132141	10947
132141	55034
132141	8458
132141	5610
132141	22884
132141	55055
132141	669
132141	79607
132141	375444
132141	26007
132141	286257
132141	84515
132141	84068
132141	54676
284184	54902
284184	79133
11157	57819
11157	25804
11157	51691
11157	9129
11157	10419
11157	64852
11157	9128
11157	83732
11157	9733
11157	26121
11157	56257
11157	219988
11157	79084
11157	9465
11157	11193
11157	23658
11157	6633
11157	1207
11157	55352
11157	27257
11157	51690
11157	6635
11157	84967
11157	6632
11157	27258
11157	8487
11157	118472
84328	51659
84328	84296
84328	892
84328	23097
84328	1024
57787	22934
55090	9043
55090	10498
55090	4900
440145	10844
440145	5116
440145	114791
440145	27229
440145	7283
440145	10426
440145	85378
440145	653784
440145	80097
440145	29922
22981	7169
4900	55223
4900	84455
26471	6407
26471	6406
389336	79717
389336	7009
11142	7298
11142	5567
11142	7169
140823	51752
10879	590
