0	43383
1	37006
2	41450
3	35735
4	43384
5	35808
6	31396
7	41481
8	36329
9	49638
10	43772
11	32875
12	33602
13	33072
14	32936
15	31141
16	40877
17	41207
18	31665
19	33541
20	41511
21	39452
22	33617
23	36427
24	41498
25	41689
26	35306
27	44039
28	38548
29	41227
30	43437
31	36122
32	36104
33	35054
34	41503
35	36648
36	34570
37	40876
38	38113
39	37222
40	40946
41	39074
42	40871
43	43120
44	40860
45	34434
46	40859
47	36645
48	3354888
49	31647
50	41602
51	32921
52	37427
53	33117
54	38091
55	37187
56	31397
57	30982
58	37430
59	41118
60	37225
61	33155
62	38758
63	33949
64	45931
65	33096
66	35731
67	44801
68	38753
69	33539
70	34354
71	37455
72	43003
73	37462
74	34585
75	35235
76	35788
77	40920
78	33123
79	39987
80	35091
81	36571
82	38750
83	38375
84	32611
85	32777
86	36606
87	39885
88	36059
89	48317
90	38812
91	39884
92	44831
93	34250
94	40257
95	36613
96	41082
97	38746
98	41579
99	35971
100	31208
101	36619
102	43415
103	41294
104	35241
105	36760
106	44148
107	50441
108	36626
109	39252
110	36111
111	41547
112	48973
113	43570
114	38170
115	35438
116	37135
117	38735
118	37790
119	36638
120	35759
121	36639
122	33408
123	36641
124	39769
125	33016
126	39509
127	37152
128	39360
129	36643
130	43232
131	42788
132	41518
133	43535
134	33971
135	3355127
136	53566
137	35162
138	48440
139	45880
140	39740
141	42789
142	32042
143	42777
144	48312
145	30977
146	41952
147	41597
148	38256
149	38478
150	35955
151	35934
152	36292
153	38727
154	39535
155	35101
156	31799
157	41168
158	35103
159	42772
160	43823
161	38726
162	32303
163	44097
164	35234
165	33961
166	40849
167	35298
168	40509
169	37510
170	31879
171	42651
172	38540
173	33013
174	35228
175	34042
176	42816
177	38631
178	36650
179	36425
180	36532
181	33966
182	31256
183	37624
184	36651
185	37434
186	42814
187	39956
188	36652
189	43724
190	50026
191	35076
192	50124
193	39545
194	39546
195	40792
196	35185
197	35106
198	42998
199	42811
200	36138
201	36654
202	326245
203	31373
204	31357
205	42808
206	45680
207	39504
208	31970
209	31043
210	42804
211	50196
212	41704
213	32581
214	36542
215	35533
216	42802
217	40717
218	40627
219	40287
220	44748
221	35222
222	36492
223	43017
224	34187
225	49847
226	40760
227	36662
228	41433
229	36663
230	39040
231	117368
232	39224
233	42794
234	33108
235	36670
236	34773
237	36671
238	45830
239	47594
240	32752
241	35256
242	38669
243	40843
244	47869
245	42619
246	43230
247	36676
248	42678
249	49228
250	31003
251	40795
252	33657
253	34374
254	34414
255	38718
256	35048
257	41042
258	38717
259	34152
260	41945
261	37108
262	40739
263	34263
264	35055
